LAMMPS data file for coarse grained linear chain of length 100  

100 atoms
1 atom types
99 bonds
1 bond types
0 angles
0 angle types
0 dihedrals
0 dihedral types
-48.359587 51.640413 xlo xhi
-48.810424 51.189576 ylo yhi
-46.257794 53.742206 zlo zhi

Masses

1 1.000000

Atoms

   1      1      1   0.00     0.000000     0.000000     0.000000
   2      1      1   0.00     0.325686     0.806928     0.492744
   3      1      1   0.00     0.109604     1.621641     0.972796
   4      1      1   0.00    -0.060863     1.171081     1.814720
   5      1      1   0.00     0.861586     1.418341     1.644864
   6      1      1   0.00     1.464320     2.113464     1.952135
   7      1      1   0.00     1.677868     2.950286     1.510518
   8      1      1   0.00     0.904008     2.844672     2.085745
   9      1      1   0.00     1.400880     2.065503     1.790933
  10      1      1   0.00     0.911218     1.956279     0.960752
  11      1      1   0.00     1.682699     1.794923     0.395348
  12      1      1   0.00     1.405688     2.595872     0.867202
  13      1      1   0.00     1.683218     3.082166     1.659284
  14      1      1   0.00     2.187793     2.253989     1.638638
  15      1      1   0.00     3.101914     2.571266     1.570672
  16      1      1   0.00     3.549938     2.991143     2.321590
  17      1      1   0.00     3.863791     3.876718     2.080439
  18      1      1   0.00     3.184014     3.717762     2.753889
  19      1      1   0.00     2.934252     2.792501     2.903589
  20      1      1   0.00     2.905210     2.144884     3.625149
  21      1      1   0.00     3.511454     1.524861     4.059821
  22      1      1   0.00     4.238170     1.649627     3.429569
  23      1      1   0.00     3.549335     2.054622     2.879673
  24      1      1   0.00     2.756903     1.511269     2.746559
  25      1      1   0.00     1.884989     1.136810     2.947672
  26      1      1   0.00     1.012754     1.555597     3.016409
  27      1      1   0.00     0.450074     0.921087     3.487246
  28      1      1   0.00     0.035548     0.644764     4.319541
  29      1      1   0.00     0.169105     0.779966     5.270741
  30      1      1   0.00    -0.483959     1.461611     5.047655
  31      1      1   0.00    -1.013324     1.614192     5.846023
  32      1      1   0.00    -1.695729     0.947968     6.023137
  33      1      1   0.00    -2.093262     0.276546     6.599384
  34      1      1   0.00    -1.178488     0.291907     6.277121
  35      1      1   0.00    -1.229122     1.064823     5.693222
  36      1      1   0.00    -2.105357     1.395553     5.945668
  37      1      1   0.00    -1.860378     2.035724     5.259325
  38      1      1   0.00    -1.960456     2.532241     6.086583
  39      1      1   0.00    -2.662104     3.172809     5.890972
  40      1      1   0.00    -3.361002     3.035821     6.549513
  41      1      1   0.00    -3.656491     2.374843     7.195031
  42      1      1   0.00    -2.831690     2.652507     7.623406
  43      1      1   0.00    -1.902868     2.658190     7.343840
  44      1      1   0.00    -2.228913     3.425519     6.848055
  45      1      1   0.00    -2.945947     4.078460     6.827341
  46      1      1   0.00    -3.701418     4.614132     7.115818
  47      1      1   0.00    -2.866557     5.073916     7.296111
  48      1      1   0.00    -2.390516     4.308717     6.937288
  49      1      1   0.00    -1.838026     3.552985     7.191305
