,sequence,maxtime,gyr_tensor_eigenvalues,end_to_end_vectors,end_to_end_autocorrelations,mean_eigenvalues,covariance_eigenvalues,R_g_perfm,R_g_perfv,R_g_propm,R_g_propv,b_perfm,b_perfv,b_propm,b_propv,c_perfm,c_perfv,c_propm,c_propv,kappa2_perfm,kappa2_perfv,kappa2_propm,kappa2_propv
0,"ABDDABCCBAABBAABCDAB
",5000.0,"[[8.726479   0.4594528  0.24062283]
 [2.5830383  0.6861045  0.1802536 ]
 [1.1288087  0.7680234  0.43611306]
 ...
 [2.5223687  0.5441721  0.23820767]
 [2.1341279  0.7141912  0.22383219]
 [3.181931   0.5168774  0.28278032]]","[[ 3.5089293  -1.4120979  -4.5684013 ]
 [ 3.8166008  -2.0629997  -2.8015995 ]
 [ 3.0977993  -0.72729874  0.14119911]
 ...
 [-5.81474    -1.3127022   0.7546997 ]
 [-1.2872     -0.48609924  1.        ]
 [-1.6651001  -0.7269993   1.7817001 ]]","[ 1.          0.8273661   0.31986684 ... -0.6253428  -0.23875543
 -0.3682999 ]",[2.1630037 0.7006766 0.3216323],"[[ 1.111469   -0.03259209 -0.03726055]
 [-0.03259209  0.04439453 -0.0012648 ]
 [-0.03726055 -0.0012648   0.00860998]]",2.3332455158233643,0.9932479858398438,2.340426206588745,0.9618059396743774,5.465270519256592,52.80860137939453,5.4663543701171875,21.123798370361328,0.423249214887619,0.13573363423347473,0.42328494787216187,0.09302457422018051,0.6025171279907227,0.05610550940036774,0.549685537815094,0.08288292586803436
