LAMMPS data file for coarse grained linear chain of length 100  

100 atoms
1 atom types
99 bonds
1 bond types
0 angles
0 angle types
0 dihedrals
0 dihedral types
-50.980663 49.019337 xlo xhi
-54.743659 45.256341 ylo yhi
-51.026881 48.973119 zlo zhi

Masses

1 1.000000

Atoms

   1      1      1   0.00     0.000000     0.000000     0.000000
   2      1      1   0.00    -0.489888    -0.621152     0.611702
   3      1      1   0.00    -0.109066    -1.323600     0.061755
   4      1      1   0.00    -0.561536    -2.038368     0.536390
   5      1      1   0.00    -0.619886    -2.743353    -0.127304
   6      1      1   0.00    -1.376477    -3.096815     0.366188
   7      1      1   0.00    -1.955812    -3.118681     1.143872
   8      1      1   0.00    -1.660691    -2.588426     1.900597
   9      1      1   0.00    -1.405133    -2.157860     2.731381
  10      1      1   0.00    -2.163908    -1.898542     2.185566
  11      1      1   0.00    -2.891601    -1.893204     1.544213
  12      1      1   0.00    -2.631055    -2.571510     2.186799
  13      1      1   0.00    -3.553851    -2.868282     2.151113
  14      1      1   0.00    -3.635746    -1.958887     1.823707
  15      1      1   0.00    -2.920020    -1.304391     1.807268
  16      1      1   0.00    -3.728777    -1.346994     1.273416
  17      1      1   0.00    -4.138069    -0.763024     0.615877
  18      1      1   0.00    -3.233828    -0.452177     0.452714
  19      1      1   0.00    -3.339463    -1.187048     1.076977
  20      1      1   0.00    -2.742317    -0.511602     1.434873
  21      1      1   0.00    -3.083295     0.007217     2.180165
  22      1      1   0.00    -3.509692     0.803823     2.533016
  23      1      1   0.00    -4.126057     0.066365     2.663973
  24      1      1   0.00    -4.507472    -0.136007     1.795372
  25      1      1   0.00    -4.234891    -0.817293     1.160983
  26      1      1   0.00    -4.171521    -1.240884     2.031302
  27      1      1   0.00    -4.142273    -1.494342     2.967145
  28      1      1   0.00    -4.013551    -2.447190     2.839031
  29      1      1   0.00    -4.865602    -2.883450     2.995829
  30      1      1   0.00    -5.228056    -3.437842     2.287184
  31      1      1   0.00    -5.077494    -4.316227     1.904209
  32      1      1   0.00    -5.036381    -5.284425     1.946671
  33      1      1   0.00    -4.210486    -5.514076     1.492735
  34      1      1   0.00    -4.320075    -5.475797     0.529706
  35      1      1   0.00    -3.686410    -6.099790     0.142407
  36      1      1   0.00    -2.994492    -6.011379     0.816449
  37      1      1   0.00    -2.284505    -5.710404     1.404864
  38      1      1   0.00    -2.085954    -6.589227     1.045494
  39      1      1   0.00    -2.357279    -6.633681     0.115275
  40      1      1   0.00    -1.977938    -7.364416     0.628136
  41      1      1   0.00    -1.393172    -7.770865    -0.030460
  42      1      1   0.00    -1.833981    -8.109984    -0.825183
  43      1      1   0.00    -0.989775    -8.458083    -1.152357
  44      1      1   0.00    -0.887050    -8.841110    -2.037590
  45      1      1   0.00    -0.768527    -9.670696    -1.549083
  46      1      1   0.00    -1.335039   -10.458048    -1.555511
  47      1      1   0.00    -1.967175    -9.955847    -2.093190
  48      1      1   0.00    -1.824474   -10.249973    -3.006440
  49      1      1   0.00    -2.364379   -11.006060    -3.285250
  50      1      1   0.00    -3.253326   -11.259267    -2.991040
  51      1      1   0.00     0.193916     0.298508     0.934500
  52      1      1   0.00    -0.760054     0.229883     1.096149
  53      1      1   0.00    -0.711458    -0.065040     2.018948
  54      1      1   0.00    -1.550108    -0.538138     2.136186
  55      1      1   0.00    -1.091564    -1.233500     1.639085
  56      1      1   0.00    -0.362021    -1.833303     1.860226
  57      1      1   0.00    -1.079269    -2.141919     2.435734
  58      1      1   0.00    -0.834431    -2.669956     1.659763
  59      1      1   0.00    -1.733203    -2.732392     1.300306
  60      1      1   0.00    -1.110479    -3.280059     0.797140
  61      1      1   0.00    -0.508882    -2.942171     0.115368
  62      1      1   0.00     0.409740    -3.187192     0.307720
  63      1      1   0.00     0.309051    -4.034263     0.769490
  64      1      1   0.00    -0.088413    -3.321312     1.293535
  65      1      1   0.00    -0.721311    -2.673656     0.945854
  66      1      1   0.00    -0.561794    -3.096135     0.087387
  67      1      1   0.00    -0.638291    -4.053250    -0.050381
  68      1      1   0.00    -1.161570    -3.315727    -0.401293
  69      1      1   0.00    -0.616067    -3.474894    -1.187418
  70      1      1   0.00    -0.065235    -4.256866    -1.348680
  71      1      1   0.00     0.126851    -5.120162    -1.747081
  72      1      1   0.00     0.724746    -5.445466    -2.438167
  73      1      1   0.00    -0.055288    -6.021595    -2.461043
  74      1      1   0.00     0.628712    -6.141214    -3.138343
  75      1      1   0.00     0.723804    -6.653282    -3.956660
  76      1      1   0.00     0.183231    -7.121995    -4.611634
  77      1      1   0.00     0.382407    -7.825157    -5.249436
  78      1      1   0.00     1.078914    -7.834800    -4.574392
  79      1      1   0.00     1.102285    -7.139872    -3.898057
  80      1      1   0.00     1.693778    -6.557404    -4.399821
  81      1      1   0.00     2.179893    -6.469380    -5.234592
  82      1      1   0.00     1.767116    -7.291608    -5.541929
  83      1      1   0.00     1.211717    -7.727016    -4.876457
  84      1      1   0.00     1.728554    -8.257034    -4.249671
  85      1      1   0.00     1.560011    -7.879512    -3.372192
  86      1      1   0.00     2.301896    -7.361987    -3.722441
  87      1      1   0.00     2.377429    -7.838975    -4.563676
  88      1      1   0.00     2.456968    -7.283019    -5.354553
  89      1      1   0.00     1.694078    -7.625320    -5.846212
  90      1      1   0.00     2.285618    -8.384350    -5.724332
  91      1      1   0.00     2.850520    -7.854917    -6.308701
  92      1      1   0.00     2.492778    -7.394863    -7.084118
  93      1      1   0.00     1.797478    -8.067650    -7.014725
  94      1      1   0.00     2.534548    -8.240042    -7.621281
  95      1      1   0.00     2.082424    -7.811722    -8.364938
  96      1      1   0.00     2.614271    -8.612429    -8.494968
  97      1      1   0.00     2.871932    -9.261522    -7.821775
  98      1      1   0.00     2.266346    -8.700470    -7.312476
  99      1      1   0.00     1.978856    -8.317612    -6.468871
 100      1      1   0.00     2.660735    -9.001235    -6.376130

Bonds

   1      1      2      3
   2      1      3      4
   3      1      4      5
   4      1      5      6
   5      1      6      7
   6      1      7      8
   7      1      8      9
   8      1      9     10
   9      1     10     11
  10      1     11     12
  11      1     12     13
  12      1     13     14
  13      1     14     15
  14      1     15     16
  15      1     16     17
  16      1     17     18
  17      1     18     19
  18      1     19     20
  19      1     20     21
  20      1     21     22
  21      1     22     23
  22      1     23     24
  23      1     24     25
  24      1     25     26
  25      1     26     27
  26      1     27     28
  27      1     28     29
  28      1     29     30
  29      1     30     31
  30      1     31     32
  31      1     32     33
  32      1     33     34
  33      1     34     35
  34      1     35     36
  35      1     36     37
  36      1     37     38
  37      1     38     39
  38      1     39     40
  39      1     40     41
  40      1     41     42
  41      1     42     43
  42      1     43     44
  43      1     44     45
  44      1     45     46
  45      1     46     47
  46      1     47     48
  47      1     48     49
  48      1     49     50
  49      1     51     52
  50      1     52     53
  51      1     53     54
  52      1     54     55
  53      1     55     56
  54      1     56     57
  55      1     57     58
  56      1     58     59
  57      1     59     60
  58      1     60     61
  59      1     61     62
  60      1     62     63
  61      1     63     64
  62      1     64     65
  63      1     65     66
  64      1     66     67
  65      1     67     68
  66      1     68     69
  67      1     69     70
  68      1     70     71
  69      1     71     72
  70      1     72     73
  71      1     73     74
  72      1     74     75
  73      1     75     76
  74      1     76     77
  75      1     77     78
  76      1     78     79
  77      1     79     80
  78      1     80     81
  79      1     81     82
  80      1     82     83
  81      1     83     84
  82      1     84     85
  83      1     85     86
  84      1     86     87
  85      1     87     88
  86      1     88     89
  87      1     89     90
  88      1     90     91
  89      1     91     92
  90      1     92     93
  91      1     93     94
  92      1     94     95
  93      1     95     96
  94      1     96     97
  95      1     97     98
  96      1     98     99
  97      1     99    100
  98      1      2      1
  99      1     51      1
